kepid,candidate_id,period,t0,duration_days,disposition
8394721,8394721_52090816_158,52.09081627,158.744665,0.35995,CONFIRMED
8394721,8394721_27402298_133,27.40229859,133.6284,0.2853791666666667,CONFIRMED
8394721,8394721_13484576_136,13.48457668,136.61808,0.20915416666666667,CONFIRMED
11607193,11607193_7154860_266,7.1548608,266.04847,0.32058333333333333,FALSE POSITIVE
1161345,1161345_4287466_262,4.28746668,262.06245,0.0653875,CONFIRMED
10227501,10227501_2002779_261,2.002779769,261.95791,0.09295833333333332,FALSE POSITIVE
2854698,2854698_8187394_260,8.18739443,260.86931,0.12696666666666667,CONFIRMED
2854698,2854698_76049816_161,76.0498163,161.71445,0.29825,CONFIRMED
6032981,6032981_3322694_134,3.3226948,134.444,0.14866666666666667,FALSE POSITIVE
5866099,5866099_36977088_133,36.97708808,133.62681,0.197375,FALSE POSITIVE
5964985,5964985_1851409_133,1.851409163,133.17995,0.4263333333333333,FALSE POSITIVE
6066416,6066416_1303859_134,1.303859704,134.21201,0.1176625,FALSE POSITIVE
1996679,1996679_145562492_146,145.5624926,146.0588,0.225525,FALSE POSITIVE
2849805,2849805_3749105_135,3.749105745,135.10837,0.08260833333333333,CONFIRMED
3114811,3114811_11089566_141,11.08956602,141.76142,0.2619875,CONFIRMED
2853446,2853446_7372903_137,7.37290344,137.60991,0.09050000000000001,CANDIDATE
3003992,3003992_7244761_139,7.24476126,139.10497,0.0964375,FALSE POSITIVE
3003992,3003992_13554805_139,13.55480534,139.81609,0.09533333333333333,FALSE POSITIVE
3942446,3942446_119062488_149,119.0624882,149.22223,0.12994999999999998,CANDIDATE
3554031,3554031_8707983_363,8.70798309,363.05638,0.10376666666666667,CONFIRMED
3554031,3554031_14862307_354,14.8623076,354.57297,0.13170833333333334,CANDIDATE
3554031,3554031_4176342_352,4.17634276,352.99674,0.09729166666666667,CONFIRMED
7295235,7295235_3179267_261,3.179267286,261.841607,0.04269166666666666,CONFIRMED
2302548,2302548_10381224_268,10.38122447,268.02421,0.11312499999999999,CONFIRMED
2302548,2302548_24570902_135,24.5709023,135.87209,0.14945833333333333,CONFIRMED
10743597,10743597_81221876_184,81.221876,184.26164,0.17139583333333333,FALSE POSITIVE
10743597,10743597_817026_132,0.817026268,132.835239,0.08666249999999999,FALSE POSITIVE
10743597,10743597_16158111_143,16.15811112,143.00233,0.25204166666666666,CANDIDATE
9818381,9818381_3024092_132,3.024092505,132.4168573,0.11675416666666666,CONFIRMED
6124941,6124941_5670155_136,5.670155713,136.201739,0.039004166666666666,FALSE POSITIVE
6060203,6060203_1022678_133,1.022678654,133.45422,0.057133333333333335,CONFIRMED
5880320,5880320_12109687_140,12.10968709,140.21258,0.2644208333333333,CONFIRMED
5880320,5880320_4757961_137,4.75796103,137.69636,0.19416666666666668,CONFIRMED
5880320,5880320_20497275_147,20.4972755,147.43894,0.35566666666666663,CONFIRMED
5880320,5880320_8193450_138,8.19345065,138.99617,0.21808333333333332,CONFIRMED
6307537,6307537_29744546_172,29.74454668,172.386652,0.9701749999999999,FALSE POSITIVE
6359798,6359798_14154024_140,14.15402428,140.698466,0.18625041666666667,FALSE POSITIVE
6311681,6311681_844786_134,0.844786082,134.216987,0.14703750000000002,FALSE POSITIVE
6365321,6365321_848483_133,0.848483947,133.585301,0.0602125,FALSE POSITIVE
6301035,6301035_11990975_143,11.99097576,143.28437,0.23917083333333333,FALSE POSITIVE
3859079,3859079_53529270_147,53.5292702,147.86464,0.23616666666666666,CONFIRMED
3557493,3557493_393726_133,0.393726813,133.310396,0.12291666666666667,FALSE POSITIVE
4061149,4061149_2757584_133,2.757584622,133.05017,0.0386125,CONFIRMED
3444588,3444588_928310_133,0.928310036,133.80358,0.04957916666666667,CONFIRMED
3962243,3962243_31884147_160,31.8841473,160.20696,0.25508333333333333,CONFIRMED
3962243,3962243_14128476_142,14.12847677,142.8971,0.15354166666666666,CONFIRMED
3962243,3962243_48647854_172,48.6478543,172.1271,0.22766666666666668,CONFIRMED
10015516,10015516_67692139_138,67.69213907,138.534171,2.1395416666666667,FALSE POSITIVE
10154388,10154388_12062229_138,12.06222962,138.22229,0.08576666666666666,CONFIRMED
1432789,1432789_9931463_136,9.93146307,136.49128,0.23658333333333334,CONFIRMED
1718189,1718189_21853629_144,21.85362905,144.32031,0.14329166666666668,CONFIRMED
1718189,1718189_13060793_137,13.0607936,137.63148,0.13395833333333332,CONFIRMED
5130369,5130369_19978670_137,19.97867,137.17061,0.42366666666666664,FALSE POSITIVE
6037187,6037187_41805954_142,41.8059544,142.81919,0.252375,CONFIRMED
6147122,6147122_15451581_142,15.45158184,142.21096,0.10025,FALSE POSITIVE
8257407,8257407_89698168_176,89.698168533,176.3060152,0.23090833333333335,FALSE POSITIVE
8218274,8218274_1187352_133,1.187352427,133.465454,0.20829166666666665,FALSE POSITIVE
3964562,3964562_3012476_135,3.012476582,135.259271,0.13093333333333332,FALSE POSITIVE
5735762,5735762_4778003_124,4.77800306,124.061465,0.11400416666666667,CONFIRMED
5735762,5735762_9673958_125,9.673958488,125.339418,0.13600416666666668,CONFIRMED
6292162,6292162_7814839_357,7.814839231,357.519981,0.12550833333333333,FALSE POSITIVE
6307521,6307521_29745249_157,29.7452499,157.38519,0.945625,FALSE POSITIVE
6359320,6359320_5326672_357,5.32667299,357.12617,0.14185416666666667,CONFIRMED
6359320,6359320_8128093_358,8.1280933,358.68367,0.15529166666666666,CONFIRMED
6359320,6359320_2836689_353,2.83668931,353.81531,0.12629166666666666,CANDIDATE
3848972,3848972_741057_131,0.741057213,131.947273,0.043874583333333335,FALSE POSITIVE
3860441,3860441_2988085_133,2.988085455,133.27252,0.15333333333333335,FALSE POSITIVE
3765771,3765771_2783883_133,2.783883492,133.227846,0.102275,FALSE POSITIVE
3557341,3557341_393727_178,0.393727296,178.587454,0.12583333333333332,FALSE POSITIVE
3859628,3859628_8172426_361,8.17242644,361.20157,0.16258333333333333,CONFIRMED
3644071,3644071_1295362215_176,1295.362215,176.10646,1.1790416666666668,CANDIDATE
1431122,1431122_4298920_132,4.2989201,132.86187,0.11445833333333333,CANDIDATE
3858949,3858949_25951846_154,25.9518461,154.88212,0.6075416666666666,FALSE POSITIVE
3858824,3858824_25951853_154,25.9518536,154.88278,0.6147916666666667,FALSE POSITIVE
2157247,2157247_5686287_135,5.68628739,135.89269,0.7322083333333333,FALSE POSITIVE
7601633,7601633_15663886_147,15.663886949,147.395712,0.10322916666666666,FALSE POSITIVE
8242681,8242681_4020628_133,4.020628573,133.638478,0.1836875,FALSE POSITIVE
8260218,8260218_5714817_355,5.714817603,355.00831,0.13088583333333334,CANDIDATE
8246781,8246781_185022882_273,185.02288222,273.185533,0.2030525,FALSE POSITIVE
8264070,8264070_2897432_450,2.897432135,450.75739,0.13247083333333334,FALSE POSITIVE
8222813,8222813_8704205_357,8.70420525,357.55941,0.12243749999999999,CONFIRMED
8222813,8222813_2466970_354,2.46697039,354.93093,0.06810416666666667,CONFIRMED
6362874,6362874_974868_133,0.974868896,133.076265,0.0674625,CONFIRMED
6272413,6272413_4897210_133,4.89721006,133.39852,0.0755,CONFIRMED
8279765,8279765_2757794_135,2.757794163,135.232863,0.11518333333333335,FALSE POSITIVE
8330548,8330548_1914158_134,1.914158508,134.644919,0.13715416666666666,FALSE POSITIVE
3348082,3348082_3982166_135,3.98216698,135.52749,0.09983333333333333,FALSE POSITIVE
3853673,3853673_643794_133,0.643794198,133.984483,0.06525833333333333,FALSE POSITIVE
3447722,3447722_16088323_139,16.08832318,139.49184,0.23879166666666665,CONFIRMED
3447722,3447722_10300679_142,10.30067919,142.74251,0.20354166666666665,CONFIRMED
3447722,3447722_35675745_145,35.6757453,145.00717,0.30754166666666666,CONFIRMED
3447722,3447722_1008616_132,1.00861677,132.109479,0.03791666666666667,CANDIDATE
1432214,1432214_161788327_214,161.78832712,214.039,0.22124999999999997,FALSE POSITIVE
2165002,2165002_16568068_146,16.56806842,146.15285,0.17769583333333336,CONFIRMED
2165002,2165002_47332929_151,47.3329299,151.41614,0.11283333333333334,CONFIRMED
2441728,2441728_856895_133,0.856895349,133.67521,0.05449166666666667,FALSE POSITIVE
1871056,1871056_40806533_155,40.8065333,155.71586,0.5472916666666666,CONFIRMED
12105051,12105051_2624234_132,2.624234833,132.304988,0.05780833333333333,CANDIDATE
8240904,8240904_6618363_360,6.61836309,360.36694,0.15338749999999998,CONFIRMED
8240904,8240904_107721409_354,107.7214092,354.19522,0.33508333333333334,CONFIRMED
8240904,8240904_92777790_367,92.77779,367.6112,0.27666666666666667,CANDIDATE
8374494,8374494_5251916_357,5.251916208,357.321883,0.2045625,FALSE POSITIVE
8414907,8414907_100303922_277,100.3039228,277.0607,0.3625833333333333,FALSE POSITIVE
8414907,8414907_200611033_456,200.61103346,456.84444,0.2970833333333333,FALSE POSITIVE
8397446,8397446_986620_448,0.986620248,448.5959,0.16550833333333334,FALSE POSITIVE
8386035,8386035_1634846_134,1.63484631,134.512115,0.25458333333333333,FALSE POSITIVE
3438507,3438507_8398429_136,8.39842977,136.31152,0.26433333333333336,CONFIRMED
3869014,3869014_8638473_139,8.63847391,139.94684,0.22735833333333333,CONFIRMED
